,TID,Version,Volume,_id,name,path,rights
68,4912ecb4-3629-443a-6e-9c-b4ec12492936,2,VOLDATAH,5a67c1c62525b99975919f78,.CN=CGOE.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CGOE,rwcefm
69,85ba08ee-4e48-4966-d8-b1-ee08ba85484e,2,VOLDATAH,5a67c1c62525b99975919f7a,.CN=CGWL.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CGWL,rwcefm
70,0841f180-e410-11da-bc-23-bc304ddc3f5f,2,VOLDATAH,5a67c1c62525b99975919f7c,.CN=LUQ428.OU=DIR-GENERALE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CHAUFDIR,rwcefm
71,7372096c-f3dc-4c7f-5b-bb-6c097273dcf3,2,VOLDATAH,5a67c1c62525b99975919f7e,.CN=HUM427.OU=DIR-GENERALE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CHAUDIR2,rwcefm
72,539cbe55-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f80,.CN=GOM853.OU=DRH-GROUPE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CKAL,rwcefm
73,72527b00-0279-11de-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f82,.CN=XOQ860.OU=TRESORERIE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CLGC,rwcefm
74,4fb03200-ee6f-11dc-84-f0-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919f84,.CN=QWV484.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CLRT,rwcefm
75,fccc9f80-5543-11db-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f86,.CN=ZQK133.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CLRY,rwcefm
76,6ff85de0-ee11-4db9-58-90-e05df86f11ee,2,VOLDATAH,5a67c1c62525b99975919f88,.CN=CLVN.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CLVN,rwcefm
77,539cbe69-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f8a,.CN=CMBL.OU=BOLLOREMEDIA.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CMBL,rwcefm
78,1b30d600-57a4-11db-bd-da-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919f8c,.CN=OJK230.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CMRL,rwcefm
79,bbf96200-0785-11dc-b3-9c-00065bf7dbc8,2,VOLDATAH,5a67c1c62525b99975919f8e,.CN=CMRU.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CMRU,rwcefm
80,836e2000-2de7-11dc-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f90,.CN=THI455.OU=COMPTABILITE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CMTN,rwceafm
81,539cbe45-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f92,.CN=CONSM1.OU=CONSOLIDATION.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CONSM1,rwcefm
82,71141900-d22f-11db-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f94,.CN=COURRIE8.OU=IRIS.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/COURRIE8,rwcefm
83,57fff680-71b9-11d7-9c-64-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f96,.CN=QJK032.OU=IRIS.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/COURRIER,rwcefm
84,539cbe71-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919f98,.CN=CPI694.OU=JURIDIQUE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CPTY,rwcefm
85,dba65198-d463-4410-b1-96-9851a6db63d4,2,VOLDATAH,5a67c1c62525b99975919f9a,.CN=NHH017.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CRJO,rwcefm
86,121b2e00-c86a-11d9-bb-e4-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919f9c,.CN=CVK678.OU=BOLLOREMEDIA.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CSDR,rwcefm
87,1b9aad09-cfb3-4525-cb-8d-09ad9a1bb3cf,2,VOLDATAH,5a67c1c62525b99975919f9e,.CN=PYJ277.OU=ASMI.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CSYT,rwcefm
88,c9102780-2c17-11da-bb-e4-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919fa0,.CN=CVDR.OU=BOLLOREMEDIA.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CVDR,rwcefm
89,5435548d-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919fa2,.CN=ASR670.OU=DIR-FINANCIERE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CVIE,rwcefm
90,9c9360cb-6823-4a9c-a1-a1-cb60939c2368,2,VOLDATAH,5a67c1c62525b99975919fa4,.CN=UEX019.OU=JURIDIQUE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CVUX,rwcefm
91,ee0e8b25-4db0-461a-7c-8f-258b0eeeb04d,2,VOLDATAH,5a67c1c62525b99975919fa6,.CN=DAON.OU=DIR-FINANCIERE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DAON,rwcefm
92,3760c380-3fe5-11da-bb-e4-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919fa8,.CN=UJF708.OU=IRIS.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DBTN,rwcefm
93,e273d3cc-119e-495e-18-b6-ccd373e29e11,2,VOLDATAH,5a67c1c62525b99975919faa,.CN=SGD011.OU=COMPTABILITE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DDNI,rwcefm
94,88d65d80-0396-11dc-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919fac,.CN=TJH375.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DGIY,rwcefm
95,32edd580-fd41-11da-94-76-ce8e109d261b,2,VOLDATAH,5a67c1c62525b99975919fae,.CN=DIRACHAT.OU=DIR-ACHATS.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DIRACHAT,rwcefm
96,f6e4ce54-2196-4f42-3d-b1-54cee4f69621,2,VOLDATAH,5a67c1c62525b99975919fb0,.CN=DWB631.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DMATIN1,rwcefm
97,e16e9b5c-f011-4f9a-1e-ba-5c9b6ee111f0,2,VOLDATAH,5a67c1c62525b99975919fb2,.CN=INX441.OU=DIR-GENERALE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DMIS ,rwcefm
98,50c7dabe-7030-4803-44-bc-bedac7503070,2,VOLDATAH,5a67c1c62525b99975919fb4,.CN=DKU049.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DOFO,rwcefm
99,b729be00-c8ba-11db-be-66-00c09f2354bb,2,VOLDATAH,5a67c1c62525b99975919fb6,.CN=TJF047.OU=MATINPLUS.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DRDU,rwcefm
100,22b5cc80-4ed2-11db-9c-65-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919fb8,.CN=HMF554.OU=DIR-GENERALE.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DVCN,rwceafm
101,c9ced169-d1d3-4358-ea-b4-69d1cec9d3d1,2,VOLDATAH,5a67c1c62525b99975919fba,.CN=DVVR.OU=AUDIT.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DVVR,rwcefm
102,4912ecb4-3629-443a-6e-9c-b4ec12492936,2,VOLDATAH,5a67c1c62525b99975919fbc,.CN=CGOE.OU=BOLLOREMEDIAREGIE.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CGSD/CGOE,rwcefm
103,539cbe69-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919fbe,.CN=CMBL.OU=BOLLOREMEDIA.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CMBL/exLDHM/Fichier Presse Direct 8 20 Janv 06.xls,rwceafm
104,539cbe69-5a00-11d7-9c-63-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919fc0,.CN=CMBL.OU=BOLLOREMEDIA.OU=MEDIA.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/CMBL/exLDHM/SWWATER.INI,rwceafm
105,e4480000-e057-4940-e7-a3-000048e457e0,2,VOLDATAH,5a67c1c62525b99975919fc2,.CN=DWTS.OU=DIR-ACHATS.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/DWTS,rwcefm
106,f2477080-a7e0-11d7-9c-64-00065bf0bb66,2,VOLDATAH,5a67c1c62525b99975919fc4,.CN=ECBD.OU=ASSURANCES.OU=BOLLORE.OU=PTX.O=GB1.T=CERAMIC_TREE.,/HOME/ECBD,rwcefm
